Country_name,Country_code,Days,Cost_of _living,Class,Ticket_price
Liechtenstein,438,60,206775.964285714,1,118460
Lithuania,440,60,96676.35,1,124085
Luxembourg,442,60,171073.628571429,1,112315
Macao,446,60,141700.864285714,1,89000
Madagascar,450,60,60937.5,1,571085
Malawi,454,60,102559.478571429,1,152676
Malaysia,458,60,72025.4571428571,1,272339
Maldives,462,60,122297.035714286,1,72880
Malta,470,60,137767.928571429,1,87116
Mayotte,175,60,171421.007142857,1,394738
Mexico,484,60,75046.2428571429,1,205728
"Moldova, Republic of",498,60,68065.8428571429,1,126064
Monaco,492,60,252930.771428571,1,108035
Mongolia,496,60,74361.1071428571,1,61222
Montenegro,499,60,82249.4785714286,1,123268
Morocco,504,60,68650.2214285714,1,198760
Myanmar,104,60,76024.3714285714,1,170000
Nepal,524,60,52802.3142857143,1,76000
Netherlands,528,60,157614,1,91429
New Caledonia,540,60,206204.914285714,1,70000
New Zealand,554,60,146685.985714286,1,668667
Nicaragua,558,60,85294.3071428572,1,262063
Niger,562,60,116927.1,1,145940
Nigeria,566,60,67880.2928571429,1,145940
North Macedonia,807,60,68525.6571428571,1,168695
Norway,578,60,196908.707142857,1,126518
Oman,512,60,102592.092857143,1,47220
Pakistan,586,60,47496.0857142857,1,49000
Palau,585,60,100655.635714286,1,18999
"Palestinian Territory, Occupied",275,60,109614.214285714,1,163163
Panama,591,60,108244.928571429,1,187795
Papua New Guinea,598,60,167293.414285714,1,831685
Paraguay,600,60,63560.7428571429,1,246961
Peru,604,60,64593.1928571429,1,18595
Philippines,608,60,81775.2857142857,1,508026
Poland,616,60,92615.7214285714,1,121809
Portugal,620,60,98360.1428571429,1,112315
Puerto Rico,630,60,138336,1,163779
Qatar,634,60,133090.414285714,1,38131
Republic Of Congo,242,60,176773.778571429,1,173001
Romania,642,60,77195.9785714286,1,109809
Russia,643,60,81153.6214285714,1,112871
Rwanda,646,60,69525.9857142857,1,129426
"Saint Helena, Ascension and Tristan da Cunha",654,60,132600.257142857,1,40000
Saint Vincent and the Grenadines,670,60,129778.628571429,1,257418
San Marino,674,60,137058.064285714,1,417250
Saudi Arabia,682,60,137058.064285714,1,136931
Senegal,686,60,111000.15,1,280528
Serbia,688,60,77961.6428571429,1,124094
Seychelles,690,60,137277.235714286,1,179124
Singapore,702,60,151481.142857143,1,221805
Slovakia,703,60,100178.871428571,1,89000
Somalia,706,60,71586.7071428571,1,120000
South Africa,710,60,93626.25,1,200394
South Korea,82,60,155475.471428571,1,279659
Spain,724,60,112555.928571429,1,112315
Sri Lanka,144,60,57680.8714285714,1,27816
Sudan,736,60,86378.3785714286,1,75000
Suriname,740,60,101918.4,1,269876
Sweden,752,60,148860.342857143,1,100479
Switzerland,756,60,249354.45,1,109157
Syrian Arab Republic,760,60,57556.0714285714,1,117600
Taiwan,158,60,128476.007142857,1,261890
Tajikistan,762,60,62215.9714285714,1,80000
"Tanzania, United Republic of",834,60,73820.5928571429,1,139656
Thailand,764,60,87132,1,203573
Timor-Leste,626,60,118698.621428571,1,120000
Trinidad and Tobago,780,60,110187.578571429,1,315379
Tunisia,788,60,57086.7857142857,1,140202
Turkey,792,60,64971.5785714286,1,124075
Turkmenistan,795,60,279221.614285714,1,78000
Uganda,800,60,75385.5,1,112334
Ukraine,804,60,66230.0357142857,1,112315
United Arab Emirates,784,60,132601.928571429,1,337871
United Kingdom,826,60,140149.757142857,1,108817
United States Of America,840,60,146407.307142857,1,246961
Uruguay,858,60,105647.442857143,1,130220
Uzbekistan,860,60,60311.6357142857,1,168755
Vanuatu,548,60,161408.914285714,1,40000
Venezuela,862,60,80208.8571428572,1,272598
Vietnam,704,60,69996.3214285714,1,198775
Yemen,887,60,106738.735714286,1,0
Zambia,894,60,75052.2214285714,1,144491
Zimbabwe,716,60,93358.9714285714,1,195599
Afghanistan,4,90,96982.9071428574,2,39400
Aland Islands,248,90,230907.889285714,2,418010
Albania,8,90,110434.789285714,2,125201
Algeria,12,90,88375.1464285714,2,101874
Andorra,20,90,191275.65,2,206880
Angola,24,90,230147.678571429,2,111254
Argentina,32,90,104806.703571429,2,278260
Armenia,51,90,109839.985714286,2,97962
Aruba,533,90,242502.525,2,16820
Australia,36,90,228800.217857143,2,62890
Austria,40,90,232967.025,2,98606
Azerbaijan,31,90,96975.0642857143,2,101659
Bahamas,44,90,261616.178571429,2,236587
Bahrain,48,90,182653.617857143,2,57901
Bangladesh,50,90,92831.4321428572,2,179036
Barbados,52,90,263924.164285714,2,180061
Belarus,112,90,102302.807142857,2,110818
Belgium,56,90,222415.103571429,2,118558
Belize,84,90,148649.271428571,2,142518
Bermuda,60,90,434809.317857143,2,109374
Bhutan,64,90,129195.128571429,2,130788
Bolivia,68,90,115578.739285714,2,337034
Bosnia and Herzegovina,70,90,118703.25,2,83040
Botswana,72,90,122913.707142857,2,157946
Bouvet Island,74,90,387989.646428571,2,239320
Brazil,76,90,109645.746428571,2,185726
Brunei Darussalam,96,90,149974.007142857,2,180000
Bulgaria,100,90,120188.153571429,2,94306
Burkina Faso,854,90,159842.571428571,2,167148
Cambodia,116,90,138531.342857143,2,701466
Cameroon,120,90,124920.578571429,2,169470
Canada,124,90,210508.617857143,2,192862
Chile,152,90,151804.060714286,2,185208
China,156,90,129495.342857143,2,911994
Christmas Island,162,90,89680.6928571429,2,30000
Colombia,170,90,89680.6928571429,2,167320
Congo,178,90,329914.285714286,2,245494
Costa Rica,188,90,150375.953571429,2,2716
Curacao,599,90,214686.610714286,2,185294
Croatia,191,90,172935.546428571,2,108840
Cuba,192,90,139636.253571429,2,208550
Cyprus,196,90,189412.007142857,2,115634
Czech Republic,203,90,152908.296428571,2,95424
Denmark,208,90,256889.282142857,2,63260
Djibouti,262,90,299729.057142857,2,116838
Dominica,212,90,193445.871428571,2,259684
Dominican Republic,214,90,125014.435714286,2,188390
Ecuador,218,90,117151.489285714,2,167234
Egypt,818,90,88746.525,2,81234
El Salvador,222,90,132701.592857143,2,182370
Equatorial Guinea,226,90,205082.742857143,2,148974
Estonia,233,90,173119.725,2,128200
Ethiopia,231,90,166033.607142857,2,183918
Fiji,242,90,132015.728571429,2,125060
Finland,246,90,222947.935714286,2,80116
France,250,90,224391.085714286,2,97144
French Polynesia,258,90,278326.735714286,2,1352056
French Southern Territories,260,90,210315.953571429,2,123000
Gabon,266,90,210315.953571429,2,125094
Gambia,270,90,94966.8107142857,2,195528
Georgia,268,90,94966.8107142857,2,102820
Germany,276,90,212211.771428571,2,96026
Ghana,288,90,127408.275,2,100068
Gibraltar,292,90,210000.503571429,2,110044
Greece,300,90,378697.757142857,2,108840
Guam,316,90,314327.539285714,2,395908
Guatemala,320,90,137933.035714286,2,169212
Guernsey,831,90,270115.328571429,2,126126
Guinea-Bissau,624,90,160023.760714286,2,165000
Guyana,328,90,160023.760714286,2,222876
Haiti,332,90,220694.464285714,2,11574
Honduras,340,90,132289.167857143,2,66700
Hong Kong,344,90,255401.582142857,2,149550
Hungary,348,90,135144.932142857,2,129824
Iceland,352,90,290457.867857143,2,382062
India,356,90,77260.3071428571,2,-15000
Indonesia,360,90,106873.810714286,2,530928
Iran,364,90,112225.789285714,2,68447
Iraq,368,90,118482.492857143,2,52000
Ireland,372,90,229551.910714286,2,117440
Isle of Man,833,90,217896.621428571,2,44254
Israel,376,90,255214.8,2,187530
Italy,380,90,206152.939285714,2,75214
Ivory Coast,225,90,172206.417857143,2,125982
Jamaica,388,90,150520.371428571,2,167901
Japan,392,90,255482.614285714,2,113202
Jersey,832,90,272670.460714286,2,123267
Jordan,400,90,155740.467857143,2,131360
Kazakhstan,398,90,98267.5607142857,2,124480
Kenya,404,90,114619.628571429,2,74433
Kosovo,383,90,88554.7285714286,2,81087
Kuwait,414,90,163582.457142857,2,135759
Kyrgyzstan,417,90,83958.2357142857,2,122881
Latvia,428,90,161256.921428571,2,73695
Lebanon,422,90,220465.8,2,145435
Liberia,430,90,287862.332142857,2,165181
Libyan Arab Jamahiriya,434,90,163821.021428571,2,105000
Liechtenstein,438,90,310163.946428571,2,103460
Lithuania,440,90,145014.525,2,109085
Luxembourg,442,90,256610.442857143,2,97315
Macao,446,90,212551.296428571,2,74000
Madagascar,450,90,91406.25,2,556085
Malawi,454,90,153839.217857143,2,137676
Malaysia,458,90,108038.185714286,2,257339
Maldives,462,90,183445.553571429,2,57880
Malta,470,90,206651.892857143,2,72116
Mayotte,175,90,257131.510714286,2,379738
Mexico,484,90,112569.364285714,2,190728
"Moldova, Republic of",498,90,102098.764285714,2,111064
Monaco,492,90,379396.157142857,2,93035
Mongolia,496,90,111541.660714286,2,46222
Montenegro,499,90,123374.217857143,2,108268
Morocco,504,90,102975.332142857,2,183760
Myanmar,104,90,114036.557142857,2,155000
Nepal,524,90,79203.4714285714,2,61000
Netherlands,528,90,236421,2,76429
New Caledonia,540,90,309307.371428571,2,55000
New Zealand,554,90,220028.978571429,2,653667
Nicaragua,558,90,127941.460714286,2,247063
Niger,562,90,175390.65,2,130940
Nigeria,566,90,101820.439285714,2,130940
North Macedonia,807,90,102788.485714286,2,153695
Norway,578,90,295363.060714286,2,111518
Oman,512,90,153888.139285714,2,32220
Pakistan,586,90,71244.1285714286,2,34000
Palau,585,90,150983.453571429,2,3999
"Palestinian Territory, Occupied",275,90,164421.321428571,2,148163
Panama,591,90,162367.392857143,2,172795
Papua New Guinea,598,90,250940.121428571,2,816685
Paraguay,600,90,95341.1142857143,2,231961
Peru,604,90,96889.7892857143,2,3595
Philippines,608,90,122662.928571429,2,493026
Poland,616,90,138923.582142857,2,106809
Portugal,620,90,147540.214285714,2,97315
Puerto Rico,630,90,207504,2,148779
Qatar,634,90,199635.621428571,2,23131
Republic Of Congo,242,90,265160.667857143,2,158001
Romania,642,90,115793.967857143,2,94809
Russia,643,90,121730.432142857,2,97871
Rwanda,646,90,104288.978571429,2,114426
"Saint Helena, Ascension and Tristan da Cunha",654,90,198900.385714286,2,25000
Saint Vincent and the Grenadines,670,90,194667.942857143,2,242418
San Marino,674,90,205587.096428571,2,402250
Saudi Arabia,682,90,205587.096428571,2,121931
Senegal,686,90,166500.225,2,265528
Serbia,688,90,116942.464285714,2,109094
Seychelles,690,90,205915.853571429,2,164124
Singapore,702,90,227221.714285714,2,206805
Slovakia,703,90,150268.307142857,2,74000
Somalia,706,90,107380.060714286,2,105000
South Africa,710,90,140439.375,2,185394
South Korea,82,90,233213.207142857,2,264659
Spain,724,90,168833.892857143,2,97315
Sri Lanka,144,90,86521.3071428572,2,12816
Sudan,736,90,129567.567857143,2,60000
Suriname,740,90,152877.6,2,254876
Sweden,752,90,223290.514285714,2,85479
Switzerland,756,90,374031.675,2,94157
Syrian Arab Republic,760,90,86334.1071428571,2,102600
Taiwan,158,90,192714.010714286,2,246890
Tajikistan,762,90,93323.9571428571,2,65000
"Tanzania, United Republic of",834,90,110730.889285714,2,124656
Thailand,764,90,130698,2,188573
Timor-Leste,626,90,178047.932142857,2,105000
Trinidad and Tobago,780,90,165281.367857143,2,300379
Tunisia,788,90,85630.1785714286,2,125202
Turkey,792,90,97457.3678571429,2,109075
Turkmenistan,795,90,418832.421428571,2,63000
Uganda,800,90,113078.25,2,97334
Ukraine,804,90,99345.0535714286,2,97315
United Arab Emirates,784,90,198902.892857143,2,322871
United Kingdom,826,90,210224.635714286,2,93817
United States Of America,840,90,219610.960714286,2,231961
Uruguay,858,90,158471.164285714,2,115220
Uzbekistan,860,90,90467.4535714286,2,153755
Vanuatu,548,90,242113.371428571,2,25000
Venezuela,862,90,120313.285714286,2,257598
Vietnam,704,90,104994.482142857,2,183775
Yemen,887,90,160108.103571429,2,0
Zambia,894,90,112578.332142857,2,129491
Zimbabwe,716,90,140038.457142857,2,180599
Afghanistan,4,365,393319.567857143,0,24540
Aland Islands,248,365,936459.773214286,0,38000
Albania,8,365,447874.423214286,0,37154
Algeria,12,365,358410.316071429,0,38438
Andorra,20,365,775729.025,0,65492
Angola,24,365,933376.696428571,0,45417
Argentina,32,365,425049.408928571,0,62791
Armenia,51,365,445462.164285714,0,32917
Aruba,533,365,983482.4625,0,48110
Australia,36,365,927911.994642857,0,36567
Austria,40,365,944810.7125,0,48960
Azerbaijan,31,365,393287.760714286,0,24369
Bahamas,44,365,1060998.94642857,0,52553
Bahrain,48,365,740761.894642857,0,55378
Bangladesh,50,365,376483.030357143,0,55452
Barbados,52,365,1070359.11071429,0,28164
Belarus,112,365,414894.717857143,0,75954
Belgium,56,365,902016.808928572,0,67511
Belize,84,365,602855.378571429,0,87952
Bermuda,60,365,1763393.34464286,0,68229
Bhutan,64,365,523958.021428571,0,12000
Bolivia,68,365,468735.998214286,0,171097
Bosnia and Herzegovina,70,365,481407.625,0,103463
Botswana,72,365,498483.367857143,0,95381
Bouvet Island,74,365,1573513.56607143,0,1223600
Brazil,76,365,444674.416071429,0,103096
Brunei Darussalam,96,365,608227.917857143,0,101331
Bulgaria,100,365,487429.733928571,0,127832
Burkina Faso,854,365,648250.428571429,0,127835
Cambodia,116,365,561821.557142857,0,74252
Cameroon,120,365,506622.346428572,0,68841
Canada,124,365,853729.394642857,0,92203
Chile,152,365,615649.801785714,0,107167
China,156,365,525175.557142857,0,226004
Christmas Island,162,365,363705.032142857,0,15000
Colombia,170,365,363705.032142857,0,91259
Congo,178,365,1337985.71428571,0,115320
Costa Rica,188,365,609858.033928571,0,104669
Curacao,599,365,870673.476785714,0,122433
Croatia,191,365,701349.716071429,0,72995
Cuba,192,365,566302.583928571,0,152249
Cyprus,196,365,768170.917857143,0,74746
Czech Republic,203,365,620128.091071429,0,55511
Denmark,208,365,1041828.75535714,0,96138
Djibouti,262,365,1215567.84285714,0,80372
Dominica,212,365,784530.478571429,0,98248
Dominican Republic,214,365,507002.989285714,0,98248
Ecuador,218,365,475114.373214286,0,63327
Egypt,818,365,359916.4625,0,39122
El Salvador,222,365,538178.682142857,0,99059
Equatorial Guinea,226,365,831724.457142857,0,192554
Estonia,233,365,702096.6625,0,73952
Ethiopia,231,365,673358.517857143,0,59578
Fiji,242,365,535397.121428571,0,90434
Finland,246,365,904177.739285714,0,69657
France,250,365,910030.514285714,0,64303
French Polynesia,258,365,1128769.53928571,0,193133
French Southern Territories,260,365,852948.033928571,0,74553
Gabon,266,365,852948.033928571,0,109193
Gambia,270,365,385143.176785714,0,386945
Georgia,268,365,385143.176785714,0,49220
Germany,276,365,860636.628571429,0,65582
Ghana,288,365,516711.3375,0,82580
Gibraltar,292,365,851668.708928571,0,69989
Greece,300,365,1535829.79285714,0,77153
Guam,316,365,1274772.79821429,0,411822
Guatemala,320,365,559395.089285714,0,111460
Guernsey,831,365,1095467.72142857,0,90932
Guinea-Bissau,624,365,648985.251785714,0,141582
Guyana,328,365,648985.251785714,0,116984
Haiti,332,365,895038.660714286,0,88519
Honduras,340,365,536506.069642857,0,87581
Hong Kong,344,365,1035795.30535714,0,104082
Hungary,348,365,548087.780357143,0,71105
Iceland,352,365,1177968.01964286,0,103878
India,356,365,313333.467857143,0,0
Indonesia,360,365,433432.676785714,0,99117
Iran,364,365,455137.923214286,0,52602
Iraq,368,365,480512.332142857,0,30629
Ireland,372,365,930960.526785714,0,67045
Isle of Man,833,365,883691.853571429,0,37000
Israel,376,365,1035037.8,0,71926
Italy,380,365,836064.698214286,0,85236
Ivory Coast,225,365,698392.694642857,0,92650
Jamaica,388,365,610443.728571429,0,94475
Japan,392,365,1036123.93571429,0,92299
Jersey,832,365,1105830.20178571,0,63958
Jordan,400,365,631614.119642857,0,52330
Kazakhstan,398,365,398529.551785714,0,54494
Kenya,404,365,464846.271428572,0,53220
Kosovo,383,365,359138.621428571,0,75336
Kuwait,414,365,663417.742857143,0,87942
Kyrgyzstan,417,365,340497.289285714,0,43825
Latvia,428,365,653986.403571428,0,81811
Lebanon,422,365,894111.3,0,123964
Liberia,430,365,1167441.68035714,0,53063
Libyan Arab Jamahiriya,434,365,664385.253571429,0,73088
Liechtenstein,438,365,1257887.11607143,0,84767
Lithuania,440,365,588114.4625,0,82760
Luxembourg,442,365,1040697.90714286,0,77050
Macao,446,365,862013.591071429,0,67973
Madagascar,450,365,370703.125,0,44281
Malawi,454,365,623903.494642857,0,82114
Malaysia,458,365,438154.864285714,0,78226
Maldives,462,365,743973.633928571,0,18090
Malta,470,365,838088.232142857,0,75961
Mayotte,175,365,1042811.12678571,0,151915
Mexico,484,365,456531.310714286,0,122361
"Moldova, Republic of",498,365,414067.210714286,0,54565
Monaco,492,365,1538662.19285714,0,63954
Mongolia,496,365,452363.401785714,0,414174
Montenegro,499,365,500350.994642857,0,650001
Morocco,504,365,417622.180357143,0,167580
Myanmar,104,365,462481.592857143,0,145700
Nepal,524,365,321214.078571429,0,26565
Netherlands,528,365,958818.5,0,66093
New Caledonia,540,365,1254413.22857143,0,49000
New Zealand,554,365,892339.746428571,0,155193
Nicaragua,558,365,518873.701785714,0,105709
Niger,562,365,711306.525,0,105179
Nigeria,566,365,412938.448214286,0,108746
North Macedonia,807,365,416864.414285714,0,50884
Norway,578,365,1197861.30178571,0,32741
Oman,512,365,624101.898214286,0,44033
Pakistan,586,365,288934.521428571,0,40681
Palau,585,365,612321.783928571,0,164987
"Palestinian Territory, Occupied",275,365,666819.803571429,0,50629
Panama,591,365,658489.982142857,0,117588
Papua New Guinea,598,365,1017701.60357143,0,361452
Paraguay,600,365,386661.185714286,0,163160
Peru,604,365,392941.923214286,0,100844
Philippines,608,365,497466.321428571,0,367360
Poland,616,365,563412.305357143,0,60961
Portugal,620,365,598357.535714286,0,67973
Puerto Rico,630,365,841544,0,41191
Qatar,634,365,809633.353571429,0,27318
Republic Of Congo,242,365,1075373.81964286,0,120173
Romania,642,365,469608.869642857,0,56346
Russia,643,365,493684.530357143,0,47201
Rwanda,646,365,422949.746428572,0,68016
"Saint Helena, Ascension and Tristan da Cunha",654,365,806651.564285714,0,20294
Saint Vincent and the Grenadines,670,365,789486.657142857,0,312709
San Marino,674,365,833769.891071429,0,31214
Saudi Arabia,682,365,833769.891071429,0,51388
Senegal,686,365,675250.9125,0,111087
Serbia,688,365,474266.660714286,0,86750
Seychelles,690,365,835103.183928571,0,87469
Singapore,702,365,921510.285714286,0,79847
Slovakia,703,365,609421.467857143,0,58907
Somalia,706,365,435485.801785714,0,63722
South Africa,710,365,569559.6875,0,56121
South Korea,82,365,945809.117857143,0,89883
Spain,724,365,684715.232142857,0,59779
Sri Lanka,144,365,350891.967857143,0,23000
Sudan,736,365,525468.469642857,0,56772
Suriname,740,365,620003.6,0,178819
Sweden,752,365,905567.085714286,0,71233
Switzerland,756,365,1516906.2375,0,57064
Syrian Arab Republic,760,365,350132.767857143,0,108926
Taiwan,158,365,781562.376785714,0,77684
Tajikistan,762,365,378480.492857143,0,50818
"Tanzania, United Republic of",834,365,449075.273214286,0,63276
Thailand,764,365,530053,0,58849
Timor-Leste,626,365,722083.280357143,0,82788
Trinidad and Tobago,780,365,670307.769642857,0,85897
Tunisia,788,365,347277.946428571,0,65573
Turkey,792,365,395243.769642857,0,40501
Turkmenistan,795,365,1698598.15357143,0,42222
Uganda,800,365,458595.125,0,65509
Ukraine,804,365,402899.383928571,0,46772
United Arab Emirates,784,365,806661.732142857,0,18722
United Kingdom,826,365,852577.689285714,0,60585
United States Of America,840,365,890644.451785714,0,61922
Uruguay,858,365,642688.610714286,0,79401
Uzbekistan,860,365,366895.783928571,0,61394
Vanuatu,548,365,981904.228571429,0,22000
Venezuela,862,365,487937.214285714,0,171655
Vietnam,704,365,425810.955357143,0,65696
Yemen,887,365,649327.308928572,0,0
Zambia,894,365,456567.680357143,0,91367
Zimbabwe,716,365,567933.742857143,0,90230
Afghanistan,4,75,80819.0892857143,1,54400
Aland Islands,248,75,192423.241071429,1,433010
Albania,8,75,92028.9910714286,1,140201
Algeria,12,75,73645.9553571429,1,116874
Andorra,20,75,159396.375,1,221880
Angola,24,75,191789.732142857,1,16254
Argentina,32,75,87338.9196428571,1,293260
Armenia,51,75,91533.3214285714,1,22962
Aruba,533,75,202085.4375,1,31820
Australia,36,75,190666.848214286,1,77890
Austria,40,75,194139.1875,1,113606
Azerbaijan,31,75,80812.5535714286,1,116659
Bahamas,44,75,218013.482142857,1,251587
Bahrain,48,75,152211.348214286,1,62901
Bangladesh,50,75,77359.5267857143,1,294036
Barbados,52,75,219936.803571429,1,495061
Belarus,112,75,85252.3392857143,1,125818
Belgium,56,75,185345.919642857,1,133558
Belize,84,75,123874.392857143,1,207518
Bermuda,60,75,362341.098214286,1,224374
Bhutan,64,75,107662.607142857,1,245788
Bolivia,68,75,96315.6160714286,1,552034
Bosnia and Herzegovina,70,75,98919.375,1,98040
Botswana,72,75,102428.089285714,1,172946
Bouvet Island,74,75,323324.705357143,1,254320
Brazil,76,75,91371.4553571429,1,200726
Brunei Darussalam,96,75,124978.339285714,1,195000
Bulgaria,100,75,100156.794642857,1,109306
Burkina Faso,854,75,133202.142857143,1,182148
Cambodia,116,75,115442.785714286,1,716466
Cameroon,120,75,104100.482142857,1,184470
Canada,124,75,175423.848214286,1,207862
Chile,152,75,126503.383928571,1,200208
China,156,75,107912.785714286,1,926994
Christmas Island,162,75,74733.9107142857,1,45000
Colombia,170,75,74733.9107142857,1,182320
Congo,178,75,274928.571428571,1,260494
Costa Rica,188,75,125313.294642857,1,17716
Curacao,599,75,178905.508928571,1,200294
Croatia,191,75,144112.955357143,1,123840
Cuba,192,75,116363.544642857,1,223550
Cyprus,196,75,157843.339285714,1,130634
Czech Republic,203,75,127423.580357143,1,110424
Denmark,208,75,214074.401785714,1,78260
Djibouti,262,75,249774.214285714,1,131838
Dominica,212,75,161204.892857143,1,274684
Dominican Republic,214,75,104178.696428571,1,203390
Ecuador,218,75,97626.2410714286,1,182234
Egypt,818,75,73955.4375,1,96234
El Salvador,222,75,110584.660714286,1,197370
Equatorial Guinea,226,75,170902.285714286,1,163974
Estonia,233,75,144266.4375,1,143200
Ethiopia,231,75,138361.339285714,1,198918
Fiji,242,75,110013.107142857,1,140060
Finland,246,75,185789.946428571,1,95116
France,250,75,186992.571428571,1,112144
French Polynesia,258,75,231938.946428571,1,1367056
French Southern Territories,260,75,175263.294642857,1,138000
Gabon,266,75,175263.294642857,1,140094
Gambia,270,75,79139.0089285714,1,210528
Georgia,268,75,79139.0089285714,1,117820
Germany,276,75,176843.142857143,1,111026
Ghana,288,75,106173.5625,1,115068
Gibraltar,292,75,175000.419642857,1,125044
Greece,300,75,315581.464285714,1,123840
Guam,316,75,261939.616071429,1,410908
Guatemala,320,75,114944.196428571,1,184212
Guernsey,831,75,225096.107142857,1,141126
Guinea-Bissau,624,75,133353.133928571,1,180000
Guyana,328,75,133353.133928571,1,237876
Haiti,332,75,183912.053571429,1,26574
Honduras,340,75,110240.973214286,1,81700
Hong Kong,344,75,212834.651785714,1,164550
Hungary,348,75,112620.776785714,1,144824
Iceland,352,75,242048.223214286,1,397062
India,356,75,64383.5892857143,1,0
Indonesia,360,75,89061.5089285714,1,545928
Iran,364,75,93521.4910714286,1,83447
Iraq,368,75,98735.4107142857,1,67000
Ireland,372,75,191293.258928571,1,132440
Isle of Man,833,75,181580.517857143,1,59254
Israel,376,75,212679,1,202530
Italy,380,75,171794.116071429,1,90214
Ivory Coast,225,75,143505.348214286,1,140982
Jamaica,388,75,125433.642857143,1,182901
Japan,392,75,212902.178571429,1,128202
Jersey,832,75,227225.383928571,1,138267
Jordan,400,75,129783.723214286,1,146360
Kazakhstan,398,75,81889.6339285714,1,139480
Kenya,404,75,95516.3571428571,1,89433
Kosovo,383,75,73795.6071428572,1,96087
Kuwait,414,75,136318.714285714,1,150759
Kyrgyzstan,417,75,69965.1964285714,1,137881
Latvia,428,75,134380.767857143,1,88695
Lebanon,422,75,183721.5,1,160435
Liberia,430,75,239885.276785714,1,180181
Libyan Arab Jamahiriya,434,75,136517.517857143,1,120000
Liechtenstein,438,75,258469.955357143,1,118460
Lithuania,440,75,120845.4375,1,124085
Luxembourg,442,75,213842.035714286,1,112315
Macao,446,75,177126.080357143,1,89000
Madagascar,450,75,76171.875,1,571085
Malawi,454,75,128199.348214286,1,152676
Malaysia,458,75,90031.8214285714,1,272339
Maldives,462,75,152871.294642857,1,72880
Malta,470,75,172209.910714286,1,87116
Mayotte,175,75,214276.258928571,1,394738
Mexico,484,75,93807.8035714286,1,205728
"Moldova, Republic of",498,75,85082.3035714286,1,126064
Monaco,492,75,316163.464285714,1,108035
Mongolia,496,75,92951.3839285714,1,61222
Montenegro,499,75,102811.848214286,1,123268
Morocco,504,75,85812.7767857143,1,198760
Myanmar,104,75,95030.4642857143,1,170000
Nepal,524,75,66002.8928571429,1,76000
Netherlands,528,75,197017.5,1,91429
New Caledonia,540,75,257756.142857143,1,70000
New Zealand,554,75,183357.482142857,1,668667
Nicaragua,558,75,106617.883928571,1,262063
Niger,562,75,146158.875,1,145940
Nigeria,566,75,84850.3660714286,1,145940
North Macedonia,807,75,85657.0714285714,1,168695
Norway,578,75,246135.883928571,1,126518
Oman,512,75,128240.116071429,1,47220
Pakistan,586,75,59370.1071428571,1,49000
Palau,585,75,125819.544642857,1,18999
"Palestinian Territory, Occupied",275,75,137017.767857143,1,163163
Panama,591,75,135306.160714286,1,187795
Papua New Guinea,598,75,209116.767857143,1,831685
Paraguay,600,75,79450.9285714286,1,246961
Peru,604,75,80741.4910714286,1,18595
Philippines,608,75,102219.107142857,1,508026
Poland,616,75,115769.651785714,1,121809
Portugal,620,75,122950.178571429,1,112315
Puerto Rico,630,75,172920,1,163779
Qatar,634,75,166363.017857143,1,38131
Republic Of Congo,242,75,220967.223214286,1,173001
Romania,642,75,96494.9732142857,1,109809
Russia,643,75,101442.026785714,1,112871
Rwanda,646,75,86907.4821428571,1,129426
"Saint Helena, Ascension and Tristan da Cunha",654,75,165750.321428571,1,40000
Saint Vincent and the Grenadines,670,75,162223.285714286,1,257418
San Marino,674,75,171322.580357143,1,417250
Saudi Arabia,682,75,171322.580357143,1,136931
Senegal,686,75,138750.1875,1,280528
Serbia,688,75,97452.0535714286,1,124094
Seychelles,690,75,171596.544642857,1,179124
Singapore,702,75,189351.428571429,1,221805
Slovakia,703,75,125223.589285714,1,89000
Somalia,706,75,89483.3839285714,1,120000
South Africa,710,75,117032.8125,1,200394
South Korea,82,75,194344.339285714,1,279659
Spain,724,75,140694.910714286,1,112315
Sri Lanka,144,75,72101.0892857143,1,27816
Sudan,736,75,107972.973214286,1,75000
Suriname,740,75,127398,1,269876
Sweden,752,75,186075.428571429,1,100479
Switzerland,756,75,311693.0625,1,109157
Syrian Arab Republic,760,75,71945.0892857143,1,117600
Taiwan,158,75,160595.008928571,1,261890
Tajikistan,762,75,77769.9642857143,1,80000
"Tanzania, United Republic of",834,75,92275.7410714286,1,139656
Thailand,764,75,108915,1,203573
Timor-Leste,626,75,148373.276785714,1,120000
Trinidad and Tobago,780,75,137734.473214286,1,315379
Tunisia,788,75,71358.4821428572,1,140202
Turkey,792,75,81214.4732142857,1,124075
Turkmenistan,795,75,349027.017857143,1,78000
Uganda,800,75,94231.875,1,112334
Ukraine,804,75,82787.5446428571,1,112315
United Arab Emirates,784,75,165752.410714286,1,337871
United Kingdom,826,75,175187.196428571,1,108817
United States Of America,840,75,183009.133928571,1,246961
Uruguay,858,75,132059.303571429,1,130220
Uzbekistan,860,75,75389.5446428571,1,168755
Vanuatu,548,75,201761.142857143,1,40000
Venezuela,862,75,100261.071428571,1,272598
Vietnam,704,75,87495.4017857143,1,198775
Yemen,887,75,133423.419642857,1,0
Zambia,894,75,93815.2767857143,1,144491
Zimbabwe,716,75,116698.714285714,1,195599
Afghanistan,4,200,215517.571428571,2,39400
Aland Islands,248,200,513128.642857143,2,418010
Albania,8,200,245410.642857143,2,125201
